 Morbidade Hospitalar do SUS - por local de residência - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município
Período:Jun/2020
"Município";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"130270 Manicoré";140;140;110737,34;81783,23;-;-;28954,11;-;-;790,98;790,98;456;3,3;6;4,29
"130280 Maraã";14;14;25449,15;20385,71;-;-;5063,44;-;-;1817,80;1817,80;84;6,0;2;14,29
"130290 Maués";192;192;216004,17;165273,55;-;-;50730,62;-;-;1125,02;1125,02;771;4,0;19;9,90
"130300 Nhamundá";34;34;25698,95;19881,09;-;-;5817,86;-;-;755,85;755,85;86;2,5;2;5,88
"130310 Nova Olinda do Norte";18;18;121873,83;103504,17;-;-;18369,66;-;-;6770,77;6770,77;204;11,3;5;27,78
"130320 Novo Airão";56;56;38752,13;29830,38;-;-;8921,75;-;-;692,00;692,00;200;3,6;2;3,57
"130330 Novo Aripuanã";104;104;40615,37;32138,73;-;-;8476,64;-;-;390,53;390,53;352;3,4;2;1,92
"130340 Parintins";484;484;472961,74;370036,44;-;-;102925,30;-;-;977,19;977,19;2278;4,7;32;6,61
"130350 Pauini";92;92;39362,73;28570,13;-;-;10792,60;-;-;427,86;427,86;335;3,6;1;1,09
"130353 Presidente Figueiredo";45;45;103411,12;83401,27;-;-;20009,85;-;-;2298,02;2298,02;320;7,1;7;15,56
"130356 Rio Preto da Eva";54;54;78693,72;63168,10;-;-;15525,62;-;-;1457,29;1457,29;320;5,9;6;11,11
"130360 Santa Isabel do Rio Negro";2;2;14939,37;13297,31;-;-;1642,06;-;-;7469,69;7469,69;14;7,0;1;50,00
"130370 Santo Antônio do Içá";94;94;124153,85;101090,78;-;-;23063,07;-;-;1320,79;1320,79;383;4,1;8;8,51
"130380 São Gabriel da Cachoeira";21;21;157818,41;133792,61;-;-;24025,80;-;-;7515,16;7515,16;300;14,3;5;23,81
"130390 São Paulo de Olivença";4;4;14388,16;12273,52;-;-;2114,64;-;-;3597,04;3597,04;57;14,3;2;50,00
"130395 São Sebastião do Uatumã";3;3;11381,55;8229,61;-;-;3151,94;-;-;3793,85;3793,85;26;8,7;-;-
"130400 Silves";2;2;3039,94;2431,92;-;-;608,02;-;-;1519,97;1519,97;18;9,0;-;-
"130406 Tabatinga";95;95;228763,94;188965,92;-;-;39798,02;-;-;2408,04;2408,04;680;7,2;18;18,95
"130410 Tapauá";11;11;30926,76;24473,43;-;-;6453,33;-;-;2811,52;2811,52;91;8,3;1;9,09
"130420 Tefé";352;352;396293,85;310716,35;-;-;85577,50;-;-;1125,83;1125,83;1829;5,2;46;13,07
"130423 Tonantins";62;62;54262,23;40952,22;-;-;13310,01;-;-;875,20;875,20;199;3,2;5;8,06
"130426 Uarini";78;78;71911,99;55584,42;-;-;16327,57;-;-;921,95;921,95;172;2,2;2;2,56
"130430 Urucará";32;32;31164,94;23796,03;-;-;7368,91;-;-;973,90;973,90;105;3,3;2;6,25
"130440 Urucurituba";3;3;6568,72;4780,38;-;-;1788,34;-;-;2189,57;2189,57;15;5,0;-;-
"140005 Alto Alegre";56;56;56104,12;44512,10;-;-;11592,02;-;-;1001,86;1001,86;378;6,8;8;14,29
"140002 Amajari";36;36;47340,45;37141,71;-;-;10198,74;-;-;1315,01;1315,01;205;5,7;7;19,44
"140010 Boa Vista";1953;1953;2528968,96;1970231,58;-;-;558737,38;-;-;1294,91;1294,91;11154;5,7;243;12,44
"140015 Bonfim";52;52;36589,58;24196,65;-;-;12392,93;-;-;703,65;703,65;220;4,2;1;1,92
"140017 Cantá";61;61;81083,18;61770,09;-;-;19313,09;-;-;1329,23;1329,23;248;4,1;10;16,39
"140020 Caracaraí";65;65;65086,14;49718,18;-;-;15367,96;-;-;1001,33;1001,33;293;4,5;14;21,54
"140023 Caroebe";46;46;32636,18;25212,78;-;-;7423,40;-;-;709,48;709,48;162;3,5;2;4,35
"140028 Iracema";24;24;16572,00;12442,91;-;-;4129,09;-;-;690,50;690,50;118;4,9;4;16,67
"140030 Mucajaí";70;70;66311,23;49456,46;-;-;16854,77;-;-;947,30;947,30;328;4,7;7;10,00
"140040 Normandia";69;69;45832,55;33590,97;-;-;12241,58;-;-;664,24;664,24;206;3,0;6;8,70
"140045 Pacaraima";70;70;94604,68;74667,57;-;-;19937,11;-;-;1351,50;1351,50;391;5,6;12;17,14
"140047 Rorainópolis";146;146;109696,58;84538,43;-;-;25158,15;-;-;751,35;751,35;521;3,6;6;4,11
